,MWT,MF,PARENT_MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,MFCD,EMOLECULES_ID,mol,MFC#
22700,180.16,C9H8O4,180.16,COC(=O)c1cc(C=O)ccc1O,TCI America,0,,Methyl 5-Formylsalicylate,MFCD03840784,2725083,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC3E70>,26
22726,180.16,C9H8O4,180.16,OC(=O)COc1cccc(C=O)c1,Bio-Farma,0,,2-(3-formylphenoxy)acetic acid,MFCD00016605,4352173,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC6530>,15
22745,180.16,C9H8O4,180.16,COc1ccc(C=O)c(c1)C(O)=O,Aldlab Chemicals,0,,"Benzoicacid,2-formyl-5-methoxy-",MFCD06739603,6254058,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC69F0>,10
22755,180.16,C9H8O4,180.16,COc1ccc(C=O)cc1C(O)=O,Accela ChemBio (ASD),0,,5-Formyl-2-methoxybenzoic Acid,MFCD01442588,19230397,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC6C70>,37
22797,180.16,C9H8O4,180.16,COc1ccc(cc1C=O)C(O)=O,Sinova,0,,3-Formyl-4-methoxy-benzoic acid,MFCD12405165,29269736,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC8730>,27
22824,180.16,C9H8O4,180.16,COC(=O)c1ccc(C=O)c(O)c1,HE Chemical,414049,,Methyl 3-hydroxy-4-formylbenzoate,MFCD17015455,43615986,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC8DF0>,20
22853,180.16,C9H8O4,180.16,COC(=O)c1ccc(O)c(C=O)c1,Aldlab Chemicals,0,,Methyl3-formyl-4-hydroxybenzoate,MFCD01661473,45491363,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFECB570>,33
22889,180.16,C9H8O4,180.16,COC(=O)c1ccc(C=O)cc1O,BLD Pharmatech,0,,Methyl 4-formyl-2-hydroxybenzoate,MFCD24674004,50493673,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFECBE70>,14
22907,180.16,C9H8O4,180.16,COC(=O)c1cccc(O)c1C=O,Enamine - UA Backorder,0,,methyl 2-formyl-3-hydroxybenzoate,MFCD22665932,50493677,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFECC330>,10
22918,180.16,C9H8O4,180.16,COC(=O)c1ccc(O)cc1C=O,Enamine - UA Stock,0,,methyl 2-formyl-4-hydroxybenzoate,MFCD24681961,50493681,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFECC5F0>,11
22946,180.16,C9H8O4,180.16,COc1ccc(C(O)=O)c(C=O)c1,Aldlab Chemicals,0,,"Benzoicacid,2-formyl-4-methoxy-",MFCD18453659,92328805,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFECCCF0>,15
23036,180.18,C10H9FO2,180.18,Fc1cc2CCCOc2c(C=O)c1,"Combi-Blocks, Inc.",0,,6-Fluorochroman-8-carbaldehyde,MFCD08236762,43219775,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFED13F0>,16
23103,180.2,C10H12O3,180.2,CCOc1cc(C=O)ccc1OC,Accela ChemBio (ASD),0,,3-Ethoxy-4-methoxybenzaldehyde,MFCD00010128,492112,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFED44F0>,46
23149,180.2,C10H12O3,180.2,COc1ccc(C=O)c(OC)c1C,"Combi-Blocks, Inc.",0,,"2,4-Dimethoxy-3-methylbenzaldehyde",MFCD00011489,495653,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFED60B0>,25
23174,180.2,C10H12O3,180.2,CCOc1ccc(C=O)cc1OC,Alinda Chemical,0,,4-ethoxy-3-methoxybenzaldehyde,MFCD00016614,516393,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFED66F0>,36
23216,180.2,C10H12O3,180.2,CCOc1c(OC)cccc1C=O,Alinda Chemical,0,,2-ethoxy-3-methoxybenzaldehyde,MFCD00016584,538098,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFED91B0>,12
23228,180.2,C10H12O3,180.2,COCc1cc(C=O)ccc1OC,Alinda Chemical,0,,4-methoxy-3-(methoxymethyl)benzaldehyde,MFCD01822195,836886,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFED94B0>,21
23249,180.2,C10H12O3,180.2,COc1cc(C=O)c(OC)cc1C,Alfa Aesar (US),0,,"2,5-Dimethoxy-4-methylbenzaldehyde, 97%",MFCD02253192,977131,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFED99F0>,25
23274,180.2,C10H12O3,180.2,COc1cc(C)cc(OC)c1C=O,Alfa Aesar (US),0,,"2,6-Dimethoxy-4-methylbenzaldehyde, 97%",MFCD01321089,1012004,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDB070>,12
23286,180.2,C10H12O3,180.2,COc1cc(C)c(C=O)cc1OC,Vitas M Labs,0,,"4,5-dimethoxy-2-methylbenzaldehyde",MFCD00094433,1072197,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDB370>,22
23308,180.2,C10H12O3,180.2,CCOc1ccc(C=O)cc1CO,Alinda Chemical,0,,4-ethoxy-3-(hydroxymethyl)benzaldehyde,MFCD03180283,1508616,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDB8F0>,12
23320,180.2,C10H12O3,180.2,COCCOc1ccc(C=O)cc1,"Combi-Blocks, Inc.",0,,4-(2-Methoxyethoxy)benzaldehyde,MFCD08144121,1553241,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDBBF0>,14
23334,180.2,C10H12O3,180.2,COCCOc1cccc(C=O)c1,"Combi-Blocks, Inc.",0,,3-(2-Methoxyethoxy)benzaldehyde,MFCD08144122,1553243,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDBF70>,14
23380,180.2,C10H12O3,180.2,COc1ccc(C=O)c(C)c1OC,"Combi-Blocks, Inc.",0,,2-Methylveratraldehyde,MFCD03428551,30152799,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDEB30>,14
23401,180.2,C10H12O3,180.2,COCCOc1ccccc1C=O,"Combi-Blocks, Inc.",0,,2-(2-Methoxyethoxy)benzaldehyde,MFCD09036531,37350764,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDF0B0>,11
23460,180.2,C10H12O3,180.2,COc1cc(C=O)cc(OC)c1C,BLD Pharmatech,0,,"3,5-Dimethoxy-4-methylbenzaldehyde",MFCD12025247,76744996,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEDFF70>,15
23578,180.59,C8H5ClN2O,180.59,Clc1n[nH]c2ccc(C=O)cc12,Bellen Chem,0,,3-chloro-1H-indazole-5-carbaldehyde,MFCD11499014,24870284,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEE4D70>,11
23589,180.59,C8H5ClN2O,180.59,Clc1n[nH]c2cc(C=O)ccc12,Bellen Chem,0,,3-chloro-1H-indazole-6-carbaldehyde,MFCD11499021,24870304,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEE8070>,10
23654,181.15,C8H7NO4,181.15,COc1cccc(C=O)c1[N+]([O-])=O,Acros Organics,17267,,"3-Methoxy-2-nitrobenzaldehyde, 97%",MFCD00007135,484602,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF10F0>,33
23687,181.15,C8H7NO4,181.15,COc1ccc(cc1C=O)[N+]([O-])=O,Alinda Chemical,0,,2-methoxy-5-nitrobenzaldehyde,MFCD02093683,516321,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF1930>,28
23715,181.15,C8H7NO4,181.15,COc1ccc(C=O)cc1[N+]([O-])=O,Alinda Chemical,0,,4-methoxy-3-nitrobenzaldehyde,MFCD00126498,516397,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF4070>,34
23749,181.15,C8H7NO4,181.15,COc1cc(ccc1C=O)[N+]([O-])=O,Chem-Impex,24702,,2-Methoxy-4-nitrobenzaldehyde,MFCD02683052,528022,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF48F0>,23
23772,181.15,C8H7NO4,181.15,COc1ccc(C=O)c(c1)[N+]([O-])=O,Accela ChemBio (ASD),0,,4-Methoxy-2-nitrobenzaldehyde,MFCD00024254,982526,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF4EB0>,37
23814,181.15,C8H7NO4,181.15,COc1ccc(c(C=O)c1)[N+]([O-])=O,"Combi-Blocks, Inc.",0,,5-Methoxy-2-nitrobenzaldehyde,MFCD00456498,4343643,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF6970>,37
23855,181.15,C8H7NO4,181.15,COc1cc(C=O)ccc1[N+]([O-])=O,Aldlab Chemicals,0,,3-methoxy-4-nitrobenzaldehyde,MFCD08703367,38801963,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF93F0>,30
23885,181.15,C8H7NO4,181.15,COc1cccc(c1C=O)[N+]([O-])=O,BetaPharma,86,,2-METHOXY-6-NITRO-BENZALDEHYDE,MFCD07371505,44390909,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF9B70>,10
23895,181.15,C8H7NO4,181.15,COc1cc(C=O)cc(c1)[N+]([O-])=O,"Combi-Blocks, Inc.",0,,3-Methoxy-5-nitrobenzaldehyde,MFCD09038015,44470944,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEF9DF0>,20
24036,182.15,C9H7FO3,182.15,Fc1cc2COCOc2c(C=O)c1,Bio-Farma,0,,"6-fluoro-2,4-dihydro-1,3-benzodioxine-8-carbaldehyde",MFCD02677682,719996,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF001F0>,12
24048,182.15,C9H7FO3,182.15,COC(=O)c1cc(F)ccc1C=O,"Combi-Blocks, Inc.",0,,Methyl 5-fluoro-2-formylbenzoate,MFCD11226921,33510285,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF004F0>,22
24070,182.15,C9H7FO3,182.15,COC(=O)c1cc(C=O)ccc1F,Key Organics/BIONET,0,,methyl 2-fluoro-5-formylbenzoate,MFCD18904319,36008850,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF00A70>,21
24091,182.15,C9H7FO3,182.15,COC(=O)c1ccc(C=O)cc1F,"Combi-Blocks, Inc.",0,,Methyl 2-fluoro-4-formylbenzoate,MFCD20231454,36561506,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF00FB0>,31
24122,182.15,C9H7FO3,182.15,COC(=O)c1ccc(C=O)c(F)c1,Advamacs,0,,Methyl 3-fluoro-4-formylbenzoate 98%,MFCD16036860,43451401,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF037B0>,28
24150,182.15,C9H7FO3,182.15,COC(=O)c1ccc(F)c(C=O)c1,"Combi-Blocks, Inc.",0,,Methyl 4-fluoro-3-formylbenzoate,MFCD16036861,43469740,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF03EB0>,17
24167,182.15,C9H7FO3,182.15,COC(=O)c1cc(F)cc(C=O)c1,"Combi-Blocks, Inc.",0,,Methyl 3-fluoro-5-formylbenzoate,MFCD22544332,48606463,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF04330>,23
24190,182.15,C9H7FO3,182.15,COC(=O)c1cccc(C=O)c1F,"Combi-Blocks, Inc.",0,,Methyl 2-fluoro-3-formylbenzoate,MFCD24447977,50492671,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF048F0>,10
24249,182.18,C9H10O4,182.18,COc1cc(O)c(C=O)c(OC)c1,TCI America,0,,"4,6-Dimethoxysalicylaldehyde",MFCD00003328,481375,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF077F0>,29
24278,182.18,C9H10O4,182.18,COc1cc(C=O)cc(O)c1OC,Alinda Chemical,0,,"3-hydroxy-4,5-dimethoxybenzaldehyde",MFCD00010442,492635,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF07F30>,21
24299,182.18,C9H10O4,182.18,COc1cc(O)cc(OC)c1C=O,Aldlab Chemicals,0,,"4-Hydroxy-2,6-dimethoxybenzaldehyde",MFCD01407645,504075,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF094B0>,27
24326,182.18,C9H10O4,182.18,COc1cc(C=O)cc(OC)c1O,InterBioScreen,0,,"4-hydroxy-3,5-dimethoxybenzaldehyde",MFCD00006943,531762,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF09B70>,47
24377,182.18,C9H10O4,182.18,COc1cc(O)c(C=O)cc1OC,"Combi-Blocks, Inc.",0,,"2-Hydroxy-4,5-dimethoxybenzaldehyde",MFCD00598182,1108622,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF0C870>,26
24437,182.19,C10H11FO2,182.19,CC(C)Oc1ccc(F)cc1C=O,AOBChem USA,34745,,5-Fluoro-2-isopropoxybenzaldehyde,MFCD11639864,37623731,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF0D7B0>,14
24451,182.19,C10H11FO2,182.19,CC(C)Oc1ccc(C=O)c(F)c1,"Combi-Blocks, Inc.",0,,2-fluoro-4-isopropoxybenzaldehyde,MFCD17011999,44474266,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF0DB30>,16
24467,182.19,C10H11FO2,182.19,CC(C)Oc1cccc(C=O)c1F,AOBChem USA,19622,,2-Fluoro-3-isopropoxybenzaldehyde,MFCD16295274,45980493,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF0DF30>,12
24479,182.19,C10H11FO2,182.19,CC(C)Oc1cc(C=O)ccc1F,AOBChem USA,20444,,4-Fluoro-3-(1-methylethoxy)-benzaldehyde,MFCD18447608,45980635,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF10270>,10
24498,182.19,C10H11FO2,182.19,CCCOc1cc(F)ccc1C=O,AOBChem USA,27167,,4-Fluoro-2-n-propoxybenzaldehyde,MFCD06247717,46102542,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF10730>,10
24522,182.19,C10H11FO2,182.19,CC(C)Oc1c(F)cccc1C=O,AOBChem USA,16646,,3-Fluoro-2-isopropoxybenzaldehyde,MFCD26056440,92323596,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF10D30>,11
24614,182.22,C13H10O,182.22,O=Cc1ccc(cc1)-c1ccccc1,Vitas M Labs,0,,biphenyl-4-carbaldehyde,MFCD00006947,481844,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF154B0>,50
24664,182.22,C13H10O,182.22,O=Cc1ccc2CCc3cccc1c23,Alinda Chemical,0,,"1,2-dihydroacenaphthylene-5-carbaldehyde",MFCD00805838,517386,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF16170>,12
24676,182.22,C13H10O,182.22,O=Cc1ccccc1-c1ccccc1,Chem-Impex,23416,,2-Phenylbenzaldehyde,MFCD01740431,519841,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF16470>,32
24708,182.22,C13H10O,182.22,O=Cc1cccc(c1)-c1ccccc1,Accela ChemBio (ASD),0,,3-Phenylbenzaldehyde,MFCD01740432,830496,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF16C70>,39
24789,182.65,C10H11ClO,182.65,CC(C)c1cc(C=O)ccc1Cl,AOBChem USA,24865,,4-Chloro-3-isopropylbenzaldehyde,MFCD19686193,36770847,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF1B130>,10
24865,183.12,C7H5NO5,183.12,Oc1cc(C=O)cc(c1O)[N+]([O-])=O,"Combi-Blocks, Inc.",0,,"3,4-Dihydroxy-5-nitrobenzaldehyde",MFCD00871897,933979,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF1F470>,22
24897,183.12,C7H5NO5,183.12,Oc1cc(cc(C=O)c1O)[N+]([O-])=O,Angene Chemical,0,,"2,3-Dihydroxy-5-nitrobenzaldehyde",MFCD25964229,50280801,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF1FC70>,16
24940,183.21,C12H9NO,183.21,O=Cc1ccc(cc1)-c1ccccn1,Activate Scientific,0,,4-Pyridin-2-yl-benzaldehyde,MFCD01863537,514438,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF21770>,43
24983,183.21,C12H9NO,183.21,O=Cc1ccc(cc1)-c1ccncc1,Maybridge,0,,4-pyridin-4-ylbenzaldehyde,MFCD02684110,526643,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF24270>,37
25020,183.21,C12H9NO,183.21,O=Cc1ccc(cc1)-c1cccnc1,Maybridge,0,,4-pyrid-3-ylbenzaldehyde,MFCD01631910,528874,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF24BB0>,33
25053,183.21,C12H9NO,183.21,O=Cc1cccc(c1)-c1cccnc1,Chem-Impex,23516,,3-Pyridin-3-yl-benzaldehyde,MFCD02684104,725182,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF26430>,19
25072,183.21,C12H9NO,183.21,O=Cc1cccc(c1)-c1ccncc1,Chem-Impex,23517,,3-Pyridin-4-yl-benzaldehyde,MFCD02684105,725224,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF268F0>,31
25103,183.21,C12H9NO,183.21,O=Cc1ccccc1-c1cccnc1,Maybridge,0,,2-pyridin-3-ylbenzaldehyde,MFCD02684097,726122,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF290F0>,30
25133,183.21,C12H9NO,183.21,O=Cc1cccc(c1)-c1ccccn1,Maybridge,0,,3-pyrid-2-ylbenzaldehyde,MFCD02684103,813520,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF29870>,37
25170,183.21,C12H9NO,183.21,O=Cc1ccccc1-c1ccncc1,"Combi-Blocks, Inc.",0,,2-(4-Pyridinyl)benzaldehyde,MFCD02684098,819805,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF2A1F0>,25
25220,183.64,C9H10ClNO,183.64,CN(C)c1ccc(C=O)c(Cl)c1,Maybridge,0,,2-chloro-4-(dimethylamino)benzaldehyde,MFCD00021051,722746,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF2AE70>,19
25272,184.17,C9H9FO3,184.17,COc1cc(F)c(C=O)cc1OC,Alfa Aesar (US),0,,"6-Fluoroveratraldehyde, 98+%",MFCD00061108,500302,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF2EBB0>,32
25304,184.17,C9H9FO3,184.17,COc1ccc(F)c(C=O)c1OC,Alfa Aesar (US),0,,"6-Fluoro-2,3-dimethoxybenzaldehyde, 97%",MFCD11110608,30555819,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF313F0>,16
25327,184.17,C9H9FO3,184.17,COc1ccc(OC)c(C=O)c1F,AOBChem USA,20450,,"3,6-Dimethoxy-2-fluorobenzaldehyde",MFCD19439911,44467840,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF319B0>,10
25337,184.17,C9H9FO3,184.17,COc1cc(C=O)cc(F)c1OC,"Combi-Blocks, Inc.",0,,"3-Fluoro-4,5-dimethoxybenzaldehyde",MFCD12756549,44479030,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF31C30>,22
25367,184.17,C9H9FO3,184.17,COc1ccc(C=O)c(F)c1OC,Chemspace,0,,"2-fluoro-3,4-dimethoxybenzaldehyde",MFCD03411462,53889278,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF343F0>,18
25398,184.17,C9H9FO3,184.17,COc1cc(F)c(C=O)c(OC)c1,ChemScene,0,,"2-Fluoro-4,6-dimethoxybenzaldehyde",MFCD18906188,54588394,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF34BB0>,10
25487,184.2,C11H8N2O,184.2,O=Cc1ccc(cc1)-c1cncnc1,AstaTech,0,,4-(PYRIMIDIN-5-YL)BENZALDEHYDE,MFCD02684108,526783,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF38270>,17
25504,184.2,C11H8N2O,184.2,O=Cc1cccc(c1)-c1cncnc1,Aldlab Chemicals,0,,3-Pyrimidin-5-ylbenzaldehyde,MFCD05864833,726679,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF386B0>,28
25532,184.2,C11H8N2O,184.2,O=Cc1ccccc1-c1cncnc1,Chem-Impex,23512,,2-(5-Pyrimidinyl)benzaldehyde,MFCD02684096,813812,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF38DB0>,14
25546,184.2,C11H8N2O,184.2,O=Cc1ccc(cc1)-c1ncccn1,Aldlab Chemicals,0,,4-(Pyrimidin-2-yl)benzaldehyde,MFCD08056282,821007,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3A170>,27
25573,184.2,C11H8N2O,184.2,O=Cc1cccc(c1)-c1ncccn1,"Combi-Blocks, Inc.",0,,3-(Pyrimidin-2-yl)benzaldehyde,MFCD08056283,821009,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3A830>,16
25589,184.2,C11H8N2O,184.2,O=Cc1ccc(cc1)-c1cnccn1,Chem-Impex,23520,,4-(Pyrazin-2-yl)benzaldehyde,MFCD02684109,932538,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3AC30>,13
25602,184.2,C11H8N2O,184.2,O=Cc1cccc(c1)-c1cnccn1,"Combi-Blocks, Inc.",0,,3-Pyrazin-2-ylbenzaldehyde,MFCD03002064,932669,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3AF70>,13
25643,184.2,C11H8N2O,184.2,Cc1c(C=O)ccc2[nH]c(cc12)C#N,ChemScene,0,,5-Formyl-4-methyl-1H-indole-2-carbonitrile,,276006160,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3D9F0>,13
25658,184.21,C8H8O3S,184.21,CS(=O)(=O)c1ccc(C=O)cc1,Activate Scientific,0,,4-Methylsulfonylbenzaldehyde,MFCD00216485,718623,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3DDB0>,37
25695,184.21,C8H8O3S,184.21,CS(=O)(=O)c1ccccc1C=O,Aldlab Chemicals,0,,2-(Methylsulfonyl)benzaldehyde,MFCD11052332,7327385,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3E730>,14
25709,184.21,C8H8O3S,184.21,CS(=O)(=O)c1cccc(C=O)c1,Aldlab Chemicals,0,,3-(Methylsulfonyl)benzaldehyde,MFCD11052329,22244366,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF3EAB0>,31
25922,184.58,C8H5ClO3,184.58,Clc1cc2OCOc2cc1C=O,Alinda Chemical,0,,"6-chloro-1,3-benzodioxole-5-carbaldehyde",MFCD00022953,889239,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF5E0F0>,11
25933,184.58,C8H5ClO3,184.58,Clc1cc(C=O)cc2OCOc12,InterBioScreen,0,,"7-chlorobenzo[d][1,3]dioxole-5-carbaldehyde",MFCD01124865,1261778,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF5E3B0>,14
25947,184.58,C8H5ClO3,184.58,OC(=O)c1cc(Cl)ccc1C=O,AstaTech,0,,5-CHLORO-2-FORMYLBENZOIC ACID,MFCD06739601,5416517,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF5E730>,28
25975,184.58,C8H5ClO3,184.58,OC(=O)c1cccc(Cl)c1C=O,Princeton BioMolecular Research,0,,3-chloro-2-formylbenzoic acid,MFCD11053065,36763363,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF5EE30>,10
25985,184.58,C8H5ClO3,184.58,OC(=O)c1ccc(C=O)c(Cl)c1,"Combi-Blocks, Inc.",0,,3-Chloro-4-formylbenzoic acid,MFCD20649616,46306609,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF690F0>,20
26005,184.58,C8H5ClO3,184.58,OC(=O)c1cc(Cl)cc(C=O)c1,Accela ChemBio (ASD),0,,3-Chloro-5-formylbenzoic Acid,MFCD20658588,48606459,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF695F0>,11
26025,184.58,C8H5ClO3,184.58,OC(=O)c1ccc(C=O)cc1Cl,AOBChem USA,32251,,2-Chloro-4-formylbenzoic acid,MFCD11110998,50475283,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF69AF0>,24
26056,184.58,C8H5ClO3,184.58,OC(=O)c1c(Cl)cccc1C=O,Princeton BioMolecular Research,0,,2-chloro-6-formylbenzoic acid,MFCD11053586,50475287,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF722F0>,10
26066,184.58,C8H5ClO3,184.58,OC(=O)c1ccc(Cl)cc1C=O,Princeton BioMolecular Research,0,,4-chloro-2-formylbenzoic acid,MFCD18453660,50475289,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF72570>,14
26090,184.62,C9H9ClO2,184.62,COc1ccc(C=O)cc1CCl,InterBioScreen,0,,3-(chloromethyl)-4-methoxybenzaldehyde,MFCD00995681,846605,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF72B70>,25
26115,184.62,C9H9ClO2,184.62,CCOc1ccc(Cl)cc1C=O,Alinda Chemical,0,,5-chloro-2-ethoxybenzaldehyde,MFCD03422440,848512,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF7B1F0>,22
26137,184.62,C9H9ClO2,184.62,Cc1cc(O)c(C=O)c(C)c1Cl,Aldlab Chemicals,0,,"3-Chloro-6-hydroxy-2,4-dimethyl-benzaldehyde",MFCD00732125,1648665,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF7B770>,10
26147,184.62,C9H9ClO2,184.62,CCOc1ccc(C=O)cc1Cl,ChemBridge,4015100,,3-chloro-4-ethoxybenzaldehyde,MFCD06246171,1719075,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF7B9F0>,19
26193,184.62,C9H9ClO2,184.62,ClCCOc1ccc(C=O)cc1,Key Organics/BIONET,0,,4-(2-Chloroethoxy)benzaldehyde,MFCD00043699,45478951,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF7C5B0>,11
26207,184.62,C9H9ClO2,184.62,CCOc1c(Cl)cccc1C=O,AOBChem USA,32954,,3-Chloro-2-ethoxybenzaldehyde,MFCD24678078,49862576,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF7C930>,11
26219,184.62,C9H9ClO2,184.62,CCOc1ccc(C=O)c(Cl)c1,AOBChem USA,18360,,2-Chloro-4-ethoxybenzaldehyde,MFCD23132246,53886564,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF7CC30>,10
26251,184.62,C9H9ClO2,184.62,COc1ccc(Cl)c(C)c1C=O,Pharmablock,0,,3-chloro-6-methoxy-2-methyl-benzaldehyde,MFCD24677396,313245631,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF7F470>,10
26399,185.11,C7H4FNO4,185.11,Oc1cc(F)c(C=O)cc1[N+]([O-])=O,Chemcia,0,,2-Fluoro-4-hydroxy-5-nitro-benzaldehyde,MFCD27995610,49789372,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF8F9F0>,16
26489,185.56,C7H4ClNO3,185.56,[O-][N+](=O)c1cccc(Cl)c1C=O,Acros Organics,14775,,"2-Chloro-6-nitrobenzaldehyde, 98%",MFCD00007204,478049,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF9B0F0>,32
26521,185.56,C7H4ClNO3,185.56,[O-][N+](=O)c1ccc(Cl)c(C=O)c1,InterBioScreen,0,,2-chloro-5-nitrobenzaldehyde,MFCD00007293,481393,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFF9B8F0>,43
26564,185.56,C7H4ClNO3,185.56,[O-][N+](=O)c1ccc(Cl)cc1C=O,"Combi-Blocks, Inc.",0,,5-Chloro-2-nitrobenzaldehyde,MFCD00007289,492242,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFFA43F0>,36
